id,name
0df4109e-70bf-4e0d-8812-2f6eb25d8eba,MS/PJ-EET-PS
9d7f83d4-7c7a-466f-8ed1-874d4319f9bb,MS/PJ-EET-MS
8fc19d94-daea-4401-adb3-266362324409,MS/PJ-AT-PS
6923619b-f85f-4f85-9431-78d22efb3a58,MS/EET
