id,name,skill_type_id
4b13d9fc-a2a7-0ba4-c5b0-c53a4030c83c,Interpersonal,88db5609-57c7-482f-a6bb-4de686560b85
53075952-bc0e-b225-1a18-e7d251a9f7ed,Entrepreneurial,88db5609-57c7-482f-a6bb-4de686560b85
28c22540-d718-0fe5-60e2-a9518f0b4190,Leadership,88db5609-57c7-482f-a6bb-4de686560b85
9fda6e6f-5b39-44fe-ac9c-a0aa874627d2,English,88db5609-57c7-482f-a6bb-4de686560b85
