id,code,name,description,status,created_date,created_by,modified_date,modified_by,permission_category_id
6ef91cbb-bfcb-2551-f037-9e34c315a1ba,VIEW_EXPECTED_SKILL_LEVEL,View Expected Skill Level,View Expected Skill Level,Active,2023-07-12T17:00:00,sysadmin-617e-11ed-b62d-00059a3c7a00,NULL,NULL,admincb5-61d1-11ed-b4a3-00505695263f
46233c9b-8640-5570-67b4-13960cbbdfbe,EDIT_EXPECTED_SKILL_LEVEL,Edit Expected Skill Level,Edit Expected Skill Level,Active,2023-07-12T17:00:00,sysadmin-617e-11ed-b62d-00059a3c7a00,NULL,NULL,admincb5-61d1-11ed-b4a3-00505695263f
